product_description,store,Sum_dollar_sales,Per_Female_21,Per_male_21,Per_age_21_below,Per_age_22_34,Per_age_35_44,per_age_45_54,per_age_55_64,Per_age_65_above,Per_income_low,Per_income_mid,Per_income_High,Per_asian_21_plus,Per_Hisp_21_plus,Per_AFAM_21_plus,Per_white_21_plus,store_zip_code,Total_Sales_in_the_TA,Product_dollar_sales,Cumm_Sales,Sales_contribution,target_variable
AUNT JEMIMA LITE SYRUP,181,206.61,0.540596425,0.459403575,0.285592358,0.171125628,0.114532384,0.124347569,0.12493845,0.175754194,0.157305584,0.18586482,3.16E-02,1.33E-02,2.39E-02,0.200800972,0.476512491,30240,206.61,69818.93,93231.25,1.335329115,0
AUNT JEMIMA LITE SYRUP,151,205.34,0.522074388,0.477925612,0.311274829,0.209069846,0.103714888,0.107958243,0.101371931,0.141150131,0.157108271,0.17142634,2.17E-02,6.77E-03,6.38E-02,0.146825294,0.489391612,30117,205.34,69818.93,93436.59,1.338270151,0
AUNT JEMIMA LITE SYRUP,279,204.97,0.50746826,0.49253174,0.260074995,0.160489441,0.110005921,0.125597,0.125202289,0.207460036,0.150305901,0.193803039,3.51E-02,5.80E-03,2.23E-02,6.22E-02,0.648667851,40422,204.97,69818.93,93641.56,1.341205888,0
AUNT JEMIMA LITE SYRUP,193,201.73,0.464954945,0.535045055,0.143926923,0.403311707,0.184952067,0.112811078,7.40E-02,8.22E-02,0.126141829,0.308673058,0.101287886,9.20E-02,0.119428037,0.173202931,0.507020432,30324,201.73,69818.93,93843.29,1.344095219,0
AUNT JEMIMA LITE SYRUP,348,200.71,0.509931459,0.490068541,0.270137825,0.183511996,0.146503318,0.139612047,0.126850434,0.132363451,7.37E-02,0.25482389,3.79E-02,4.08E-02,2.80E-02,8.47E-02,0.579377233,37127,200.71,69818.93,94044,1.346969941,0
AUNT JEMIMA LITE SYRUP,320,200.61,0.528105418,0.471894582,0.263397251,0.171864924,0.121907348,0.132428305,0.134634312,0.176310877,0.159273715,0.209842186,2.33E-02,6.01E-03,2.99E-02,4.10E-02,0.66438147,37055,200.61,69818.93,94244.61,1.34984323,0
AUNT JEMIMA LITE SYRUP,114,198.72,0.5260631,0.4739369,0.157826781,0.355509497,0.188916449,0.10155958,8.99E-02,0.109544358,0.115252625,0.329584452,0.116068091,9.69E-02,4.56E-02,0.245557405,0.45717101,30339,198.72,69818.93,94443.33,1.35268945,0
AUNT JEMIMA LITE SYRUP,95,198.5,0.525491027,0.474508973,0.213744589,0.163211788,0.129578755,0.136238761,0.156551782,0.208666334,8.38E-02,0.263528139,7.70E-02,3.32E-02,2.28E-02,4.14E-02,0.694264069,31410,198.5,69818.93,94641.83,1.355532518,0
AUNT JEMIMA LITE SYRUP,47,198.35,0.516233485,0.483766515,0.274869494,0.167487788,0.127738527,0.158347135,0.14998218,0.120358917,8.31E-02,0.221493113,8.83E-02,4.35E-02,3.31E-02,0.113629217,0.537642299,35758,198.35,69818.93,94840.18,1.358373438,0
AUNT JEMIMA LITE SYRUP,293,115.38,0.531529093,0.468470907,0.278085314,0.158222077,0.118137415,0.131032237,0.128850537,0.186942364,0.20667535,0.179225008,1.34E-02,4.62E-03,7.46E-03,1.56E-03,0.704786714,40701,198.24,69818.93,95038.42,1.361212783,0
AUNT JEMIMA LITE SYRUP,343,82.86,0.531529093,0.468470907,0.278085314,0.158222077,0.118137415,0.131032237,0.128850537,0.186942364,0.20667535,0.179225008,1.34E-02,4.62E-03,7.46E-03,1.56E-03,0.704786714,40701,198.24,69818.93,95236.66,1.364052127,0
AUNT JEMIMA LITE SYRUP,147,194.99,0.540572922,0.459427078,0.291789874,0.168753696,0.115785143,0.139620992,0.121493405,0.160191304,0.140443804,0.188706899,2.76E-02,4.76E-03,3.48E-02,0.254146203,0.41996863,30014,194.99,69818.93,95431.65,1.366844923,0
AUNT JEMIMA LITE SYRUP,261,192.54,0.522241651,0.477758349,0.279263494,0.170017214,0.131132423,0.13509775,0.122494774,0.162486167,0.11788393,0.21584901,3.86E-02,7.81E-03,7.32E-02,5.64E-02,0.606541252,40065,192.54,69818.93,95624.19,1.369602628,0
AUNT JEMIMA LITE SYRUP,25,62.81,0.545330564,0.454669436,0.291156762,0.196089201,0.123300011,0.129517741,0.124266725,0.134746787,0.153356036,0.196001318,1.89E-02,3.82E-02,7.25E-02,0.438668571,0.17602988,30236,192.21,69818.93,95816.4,1.372355606,0
AUNT JEMIMA LITE SYRUP,26,129.4,0.545330564,0.454669436,0.291156762,0.196089201,0.123300011,0.129517741,0.124266725,0.134746787,0.153356036,0.196001318,1.89E-02,3.82E-02,7.25E-02,0.438668571,0.17602988,30236,192.21,69818.93,96008.61,1.375108584,0
AUNT JEMIMA LITE SYRUP,338,190.08,0.516997167,0.483002833,0.257810153,0.144562932,0.118804446,0.138029438,0.135025533,0.209522379,0.23640733,0.169720637,1.19E-02,1.88E-03,2.60E-02,2.18E-03,0.715379994,42642,190.08,69818.93,96198.69,1.377831055,0
AUNT JEMIMA LITE SYRUP,313,186.56,0.53225529,0.46774471,0.26458061,0.155906043,0.112512124,0.119470333,0.136085691,0.214861047,0.17024417,0.216674398,3.86E-02,1.08E-02,1.43E-02,6.01E-02,0.647619449,62864,186.56,69818.93,96385.25,1.38050311,0
AUNT JEMIMA LITE SYRUP,311,183.43,0.5178452,0.4821548,0.184257514,0.260986013,0.13465926,0.119085408,0.138875112,0.167542902,0.182323182,0.249776808,5.96E-02,2.60E-02,2.75E-02,8.96E-02,0.675329828,40206,183.43,69818.93,96568.68,1.383130334,0
AUNT JEMIMA LITE SYRUP,10,180.85,0.511711712,0.488288288,0.198483618,0.172533622,0.112871198,0.127267804,0.140445889,0.252233956,0.156873364,0.221816048,8.39E-02,1.04E-02,1.72E-02,6.36E-02,0.706877877,35801,180.85,69818.93,96749.53,1.385720606,0
AUNT JEMIMA LITE SYRUP,363,179.1,0.532955778,0.467044222,0.238344347,0.15625,0.120594714,0.134728341,0.150330396,0.204432819,0.152303598,0.232057636,2.08E-02,6.38E-03,1.55E-02,1.55E-02,0.722283407,47250,179.1,69818.93,96928.63,1.388285813,0
AUNT JEMIMA LITE SYRUP,55,178.47,0.505645433,0.494354567,0.25203252,0.161089053,0.128694775,0.132098065,0.134366925,0.193924497,9.92E-02,0.238671456,1.61E-02,1.37E-02,4.43E-02,0.177727359,0.521018466,31216,178.47,69818.93,97107.1,1.390841997,0
AUNT JEMIMA LITE SYRUP,5,178.18,0.529992673,0.470007327,0.316762616,0.190316578,0.151215053,0.137426678,0.10929491,9.04E-02,0.103657674,0.200698669,2.57E-02,9.85E-02,0.184037262,0.199925998,0.280915017,30044,178.18,69818.93,97285.28,1.393394027,0
AUNT JEMIMA LITE SYRUP,258,113.15,0.507446034,0.492553966,0.237357109,0.170803892,0.128260146,0.135067145,0.138248677,0.190558988,0.209056269,0.202952166,1.49E-02,6.73E-03,5.60E-02,0.14734934,0.558358921,40505,177.6,69818.93,97462.88,1.395937749,0
AUNT JEMIMA LITE SYRUP,304,64.45,0.507446034,0.492553966,0.237357109,0.170803892,0.128260146,0.135067145,0.138248677,0.190558988,0.209056269,0.202952166,1.49E-02,6.73E-03,5.60E-02,0.14734934,0.558358921,40505,177.6,69818.93,97640.48,1.398481472,0
AUNT JEMIMA LITE SYRUP,213,177.29,0.508581496,0.491418504,0.296835038,0.180786445,0.117447251,0.117087596,0.118566176,0.16699968,0.160685742,0.185941496,1.07E-02,4.44E-03,0.111612852,7.84E-02,0.529891304,30125,177.29,69818.93,97817.77,1.401020755,0
AUNT JEMIMA LITE SYRUP,206,174.64,0.511283658,0.488716342,0.250204276,0.162808117,0.119739888,0.142312406,0.138873757,0.187287212,0.115722457,0.220379954,3.53E-02,6.37E-03,2.86E-02,6.03E-03,0.71414953,30534,174.64,69818.93,97992.41,1.403522082,0
AUNT JEMIMA LITE SYRUP,295,174.2,0.493506494,0.506493506,0.220647773,0.218848403,0.11268556,0.118758435,0.144174539,0.182411156,0.165317139,0.244039586,4.72E-02,2.50E-02,4.05E-02,4.16E-02,0.675438596,62902,174.2,69818.93,98166.61,1.406017107,0
AUNT JEMIMA LITE SYRUP,39,172.73,0.528085931,0.471914069,0.158136605,0.264944595,0.152799911,0.122669829,0.102731349,0.206648631,9.96E-02,0.258866694,0.176222066,3.48E-02,4.35E-02,8.35E-02,0.68665456,30305,172.73,69818.93,98339.34,1.408491078,0
AUNT JEMIMA LITE SYRUP,96,172.56,0.514867216,0.485132784,0.307248808,0.162097944,0.141621678,0.135856177,0.103656726,0.14826074,0.103936265,0.188304768,5.60E-02,1.09E-02,8.24E-02,4.93E-02,0.580568513,30114,172.56,69818.93,98511.9,1.410962614,0
AUNT JEMIMA LITE SYRUP,36,172.39,0.513294977,0.486705023,0.215125503,0.314470526,0.114804117,9.59E-02,0.109840934,0.137260486,0.202188682,0.21504414,5.27E-02,2.45E-02,2.98E-02,0.159187991,0.574386721,29205,172.39,69818.93,98684.29,1.413431715,0
AUNT JEMIMA LITE SYRUP,307,171.59,0.517682944,0.482317056,0.263453509,0.202666328,0.125262288,0.121998262,0.126300841,0.158729149,0.17769865,0.210296518,1.97E-02,4.51E-02,7.58E-02,0.10438524,0.543205952,40214,171.59,69818.93,98855.88,1.415889358,0
AUNT JEMIMA LITE SYRUP,288,171.5,0.539064154,0.460935846,0.264272918,0.167847963,0.130695537,0.11714308,0.125477062,0.197523172,0.190669055,0.216294104,1.72E-02,7.71E-03,1.38E-02,1.37E-02,0.700833398,62948,171.5,69818.93,99027.38,1.418345712,0
AUNT JEMIMA LITE SYRUP,32,171.26,0.551234165,0.448765835,0.319994316,0.167066304,0.142111153,0.143389993,0.106587805,0.116108062,0.111188078,0.206355127,1.36E-02,5.97E-03,3.41E-02,0.351290386,0.293902417,30016,171.26,69818.93,99198.64,1.420798629,0
AUNT JEMIMA LITE SYRUP,302,169.58,0.529509215,0.470490785,0.202898551,0.231223796,0.150242646,0.132349543,0.128487009,0.159255224,0.13571688,0.298273415,2.92E-02,2.61E-02,4.16E-02,9.20E-02,0.640817405,37214,169.58,69818.93,99368.22,1.423227483,0
AUNT JEMIMA LITE SYRUP,263,169.57,0.524636641,0.475363359,0.263337387,0.174509597,0.123089938,0.126526728,0.13488077,0.177602707,0.136731349,0.230397081,1.51E-02,5.08E-03,1.85E-02,3.25E-02,0.681224555,40272,169.57,69818.93,99537.79,1.425656194,0
AUNT JEMIMA LITE SYRUP,165,168.27,0.512109409,0.487890591,0.251982475,0.203745893,0.129200438,0.116801752,0.123723987,0.179036145,0.14407448,0.237875137,2.85E-02,2.11E-02,3.44E-02,5.02E-02,0.645257393,29579,168.27,69818.93,99706.06,1.428066285,0
AUNT JEMIMA LITE SYRUP,274,161.56,0.508685396,0.491314604,0.237947377,0.14536689,0.133681974,0.151250204,0.148962249,0.183690145,0.116358882,0.232227488,2.48E-02,4.90E-03,1.25E-02,1.42E-02,0.726262461,40108,161.56,69818.93,99867.62,1.430380271,0
AUNT JEMIMA LITE SYRUP,62,161.11,0.546980451,0.453019549,0.302731424,0.172150932,0.139853097,0.147597631,0.110923961,0.120682769,9.56E-02,0.217037976,3.66E-02,2.95E-02,4.94E-02,0.35456424,0.274340586,30253,161.11,69818.93,100028.73,1.432687811,0
AUNT JEMIMA LITE SYRUP,298,160.65,0.539197426,0.460802574,0.152836549,0.336226063,0.156063975,0.10693538,0.120203686,0.13189414,0.130531449,0.270386574,9.52E-02,1.99E-02,1.93E-02,0.156637739,0.650649071,37204,160.65,69818.93,100189.38,1.434988763,0
AUNT JEMIMA LITE SYRUP,17,91.13,0.57916679,0.42083321,0.27024986,0.172096837,0.114831916,0.130777198,0.155461097,0.161092651,0.127454365,0.228088724,2.11E-02,2.80E-03,8.54E-03,0.697557502,1.71E-02,30034,159.23,69818.93,100348.61,1.437269377,0
AUNT JEMIMA LITE SYRUP,68,68.1,0.57916679,0.42083321,0.27024986,0.172096837,0.114831916,0.130777198,0.155461097,0.161092651,0.127454365,0.228088724,2.11E-02,2.80E-03,8.54E-03,0.697557502,1.71E-02,30034,159.23,69818.93,100507.84,1.43954999,0
AUNT JEMIMA LITE SYRUP,163,156.75,0.535610576,0.464389424,0.280751896,0.131691767,0.114323403,0.161371881,0.148345608,0.162718479,8.47E-02,0.218478619,4.45E-02,5.09E-02,5.38E-02,0.20602946,0.419616357,30078,156.75,69818.93,100664.59,1.441795083,0
AUNT JEMIMA LITE SYRUP,360,156.7,0.52690167,0.47309833,0.263628751,0.156802256,0.110748755,0.130624477,0.134546737,0.204530431,0.20179807,0.203428672,1.50E-02,5.29E-03,1.37E-02,2.23E-02,0.689127848,38464,156.7,69818.93,100821.29,1.44403946,0
AUNT JEMIMA LITE SYRUP,34,156.67,0.529375459,0.470624541,0.235616561,0.26628176,0.122391212,0.103879765,0.11163031,0.15918945,0.198750927,0.206007234,3.21E-02,2.21E-02,4.46E-02,0.338934693,0.366746793,30909,156.67,69818.93,100977.96,1.446283408,0
AUNT JEMIMA LITE SYRUP,121,156.22,0.540366874,0.459633126,0.265122537,0.126836732,0.109241037,0.159258185,0.160656343,0.182024428,7.93E-02,0.226290659,5.87E-02,3.76E-02,3.38E-02,0.429762313,0.233703538,30087,156.22,69818.93,101134.18,1.44852091,0
AUNT JEMIMA LITE SYRUP,230,156.15,0.513563715,0.486436285,0.26853929,0.179942494,0.123447818,0.132768808,0.137445101,0.15858321,0.140351986,0.204461436,2.43E-02,3.03E-03,7.47E-02,9.97E-02,0.576700686,37172,156.15,69818.93,101290.33,1.450757409,0
AUNT JEMIMA LITE SYRUP,204,155.53,0.544422984,0.455577016,0.256807069,0.174853093,0.131969677,0.127797963,0.136769389,0.17099538,0.152334814,0.20912394,2.86E-02,1.52E-02,1.92E-02,0.242856502,0.46983358,31069,155.53,69818.93,101445.86,1.452985029,0
AUNT JEMIMA LITE SYRUP,107,154.49,0.572578121,0.427421879,0.313794367,0.208753996,0.146169495,0.125080552,0.109766114,9.24E-02,0.143136933,0.210434541,2.16E-02,9.60E-03,1.73E-02,0.626350438,2.92E-02,30349,154.49,69818.93,101600.35,1.455197752,0
AUNT JEMIMA LITE SYRUP,118,152.23,0.525728615,0.474271385,0.256765752,0.188680322,0.128297294,0.124455602,0.132462296,0.170917251,9.32E-02,0.24134193,6.52E-02,4.51E-02,3.55E-02,0.121964208,0.54479755,30907,152.23,69818.93,101752.58,1.457378106,0
AUNT JEMIMA LITE SYRUP,97,150.93,0.484689602,0.515310398,0.273438354,0.304179482,0.136141512,9.97E-02,7.30E-02,8.79E-02,0.159138811,0.168662472,6.02E-02,6.21E-02,3.54E-02,0.382351564,0.247224868,30318,150.93,69818.93,101903.51,1.459539841,0
AUNT JEMIMA LITE SYRUP,24,150.93,0.496453901,0.503546099,0.223038397,0.187979967,0.11736227,0.139899833,0.133722871,0.19933222,0.19015025,0.183138564,2.27E-02,1.75E-02,0.130717863,7.51E-03,0.630217028,37863,150.93,69818.93,102054.44,1.461701576,0
AUNT JEMIMA LITE SYRUP,380,150.73,0.528333767,0.471666233,0.216217593,0.22385779,0.152345541,0.136148322,0.134060001,0.13711608,0.139000662,0.276218612,2.63E-02,8.71E-03,3.10E-02,0.212397494,0.528548872,37216,150.73,69818.93,102205.17,1.463860446,0
AUNT JEMIMA LITE SYRUP,174,150.52,0.524089976,0.475910024,0.295022767,0.227264004,0.136337468,0.125137384,9.67E-02,0.105441287,9.36E-02,0.228031611,4.86E-02,4.83E-02,6.58E-02,0.146578043,0.464541791,30144,150.52,69818.93,102355.69,1.466016308,0
AUNT JEMIMA LITE SYRUP,273,150.52,0.53090269,0.46909731,0.267911052,0.169906487,0.129371917,0.125506222,0.132354024,0.174729401,0.13544658,0.240483028,1.61E-02,6.30E-03,1.77E-02,8.11E-02,0.627457477,40258,150.52,69818.93,102506.21,1.46817217,0
AUNT JEMIMA LITE SYRUP,16,63.51,0.561136163,0.438863837,0.277199161,0.181889705,0.117600779,0.159411059,0.153304361,0.107485389,0.122845796,0.226921924,1.89E-02,1.03E-02,1.48E-02,0.65397872,4.05E-02,30088,148.67,69818.93,102654.88,1.470301536,0
AUNT JEMIMA LITE SYRUP,41,85.16,0.561136163,0.438863837,0.277199161,0.181889705,0.117600779,0.159411059,0.153304361,0.107485389,0.122845796,0.226921924,1.89E-02,1.03E-02,1.48E-02,0.65397872,4.05E-02,30088,148.67,69818.93,102803.55,1.472430901,0
AUNT JEMIMA LITE SYRUP,196,147.75,0.588033537,0.411966463,0.324001717,0.176058394,0.134409618,0.154332331,0.117131816,8.81E-02,0.140575354,0.203589523,2.07E-02,3.92E-03,1.53E-02,0.624302276,2.95E-02,30058,147.75,69818.93,102951.3,1.474547089,0
AUNT JEMIMA LITE SYRUP,132,146.34,0.509343434,0.490656566,0.123845345,0.103158361,7.77E-02,0.105204934,0.198351679,0.414735328,0.184302229,0.270147685,4.35E-02,8.35E-03,4.44E-02,3.32E-02,0.797002047,29582,146.34,69818.93,103097.64,1.476643082,0
AUNT JEMIMA LITE SYRUP,194,145.51,0.532118056,0.467881944,0.238120433,0.151516154,0.110413015,0.129691478,0.146258391,0.227307298,0.160047617,0.224761086,5.30E-02,2.58E-02,3.54E-02,5.63E-02,0.645183691,37830,145.51,69818.93,103243.15,1.478727188,0
AUNT JEMIMA LITE SYRUP,93,142.98,0.536259107,0.463740893,0.20265057,0.154041665,9.20E-02,0.119593337,0.144646666,0.290700313,0.130122997,0.254073435,8.51E-02,2.56E-02,2.04E-02,6.78E-02,0.676712204,35802,142.98,69818.93,103386.13,1.480775056,0
AUNT JEMIMA LITE SYRUP,297,142.77,0.529579806,0.470420194,0.267529009,0.152178048,0.110975842,0.131900323,0.141297318,0.195777059,0.160319574,0.219288568,2.75E-02,7.76E-03,1.54E-02,3.86E-02,0.668670344,37388,142.77,69818.93,103528.9,1.482819917,0
AUNT JEMIMA LITE SYRUP,232,47.66,0.518345134,0.481654866,0.251991596,0.161997724,0.127812309,0.138054802,0.13766086,0.183752079,0.196620853,0.182701567,1.68E-02,3.55E-03,9.59E-03,4.68E-03,0.726472906,40741,141.84,69818.93,103670.74,1.484851458,0
AUNT JEMIMA LITE SYRUP,379,94.18,0.518345134,0.481654866,0.251991596,0.161997724,0.127812309,0.138054802,0.13766086,0.183752079,0.196620853,0.182701567,1.68E-02,3.55E-03,9.59E-03,4.68E-03,0.726472906,40741,141.84,69818.93,103812.58,1.486882999,0
AUNT JEMIMA LITE SYRUP,78,138.7,0.527846136,0.472153864,0.306808042,0.161618813,0.175318881,0.143220828,0.107500919,0.104981366,8.59E-02,0.209385334,7.35E-02,3.07E-02,9.14E-02,0.278121883,0.321269225,30126,138.7,69818.93,103951.28,1.488869566,0
AUNT JEMIMA LITE SYRUP,284,137.54,0.527570021,0.472429979,0.253609518,0.163746968,0.120163246,0.124321411,0.139953028,0.200823933,0.186000847,0.208408732,1.68E-02,6.47E-03,1.48E-02,6.79E-02,0.654256343,42431,137.54,69818.93,104088.82,1.490839519,0
AUNT JEMIMA LITE SYRUP,146,136.99,0.522203637,0.477796363,0.343894927,0.161008249,0.159627571,0.129642086,9.94E-02,0.103975643,7.16E-02,0.224342408,5.53E-02,1.79E-02,4.86E-02,7.87E-02,0.52918894,31324,136.99,69818.93,104225.81,1.492801594,0
AUNT JEMIMA LITE SYRUP,226,134.1,0.524981967,0.475018033,0.251754165,0.171170523,0.126065993,0.131733295,0.135907308,0.184502177,0.119948904,0.223291713,4.84E-02,5.81E-03,4.69E-02,9.06E-02,0.613274082,37066,134.1,69818.93,104359.91,1.494722277,0
AUNT JEMIMA LITE SYRUP,319,134.02,0.516390517,0.483609483,0.276359478,0.221980373,0.109606729,0.102117612,9.45E-02,0.162473253,0.224120121,0.193278241,1.55E-02,1.13E-02,0.124916993,8.23E-02,0.534789346,40504,134.02,69818.93,104493.93,1.496641813,0
AUNT JEMIMA LITE SYRUP,137,35.8,0.532063645,0.467936355,0.239003807,0.23405036,0.131770857,0.113745815,0.112369857,0.168463056,0.220520112,0.242168509,8.44E-03,1.22E-02,4.84E-02,7.60E-02,0.628308031,37912,131.52,69818.93,104625.45,1.498525543,0
AUNT JEMIMA LITE SYRUP,157,95.72,0.532063645,0.467936355,0.239003807,0.23405036,0.131770857,0.113745815,0.112369857,0.168463056,0.220520112,0.242168509,8.44E-03,1.22E-02,4.84E-02,7.60E-02,0.628308031,37912,131.52,69818.93,104756.97,1.500409273,0
AUNT JEMIMA LITE SYRUP,386,16.95,0.519066372,0.480933628,0.209816572,0.138570525,9.84E-02,0.119291588,0.160885515,0.282125237,0.114332701,0.251865908,6.49E-02,1.86E-02,2.67E-02,0.108209994,0.6400253,29803,131.04,69818.93,104888.01,1.502286128,0
AUNT JEMIMA LITE SYRUP,64,114.09,0.519066372,0.480933628,0.209816572,0.138570525,9.84E-02,0.119291588,0.160885515,0.282125237,0.114332701,0.251865908,6.49E-02,1.86E-02,2.67E-02,0.108209994,0.6400253,29803,131.04,69818.93,105019.05,1.504162983,0
AUNT JEMIMA LITE SYRUP,287,129.5,0.535882428,0.464117572,0.305281768,0.201325967,0.12441989,0.12640884,0.119690608,0.116508287,0.244022099,0.140773481,7.56E-03,1.29E-02,4.76E-02,0.206541436,0.436287293,40215,129.5,69818.93,105148.55,1.506017781,0
AUNT JEMIMA LITE SYRUP,23,129.11,0.462317293,0.537682707,0.234340644,0.288915826,0.161216666,0.110165191,8.48E-02,0.116958899,0.118932176,0.213395726,6.47E-02,0.100383379,0.200484862,0.13020804,0.394176016,30341,129.11,69818.93,105277.66,1.507866993,0
AUNT JEMIMA LITE SYRUP,256,128.32,0.534527765,0.465472235,0.237905778,0.197847907,0.120173614,0.111583326,0.137535039,0.198480875,0.107514242,0.268830817,4.83E-02,2.36E-02,3.59E-02,6.36E-02,0.648250294,40242,128.32,69818.93,105405.98,1.509704889,0
AUNT JEMIMA LITE SYRUP,214,128.22,0.556030592,0.443969408,0.267909306,0.169147308,0.115628043,0.119488107,0.144004729,0.183057449,0.198358603,0.187230491,1.59E-02,4.56E-03,2.79E-02,0.522603978,0.17078175,35810,128.22,69818.93,105534.2,1.511541354,0
AUNT JEMIMA LITE SYRUP,243,128.1,0.515115517,0.484884483,0.267390913,0.154552548,0.126943161,0.12976412,0.13126463,0.190984935,0.211691975,0.173639037,1.36E-02,4.83E-03,5.18E-02,2.50E-02,0.655092732,37110,128.1,69818.93,105662.3,1.5133761,0
AUNT JEMIMA LITE SYRUP,257,126.5,0.405207953,0.594792047,0.245313485,0.180056711,0.162570888,0.153827977,0.115114997,0.140437933,7.38E-02,0.182065217,4.61E-02,4.29E-03,3.47E-02,6.40E-02,0.656269691,40031,126.5,69818.93,105788.8,1.51518793,0
AUNT JEMIMA LITE SYRUP,73,126.32,0.51028612,0.48971388,0.287732373,0.136192341,0.136697615,0.155666435,0.128507969,0.155350639,6.53E-02,0.204320091,6.80E-02,8.59E-03,4.65E-02,3.17E-02,0.643971452,30115,126.32,69818.93,105915.12,1.516997181,0
AUNT JEMIMA LITE SYRUP,109,126.03,0.537545092,0.462454908,0.292806552,0.187304891,0.115638951,0.12698466,0.124567822,0.143868954,0.230035917,0.139773757,1.19E-02,6.34E-03,1.18E-02,0.63801148,4.46E-02,30310,126.03,69818.93,106041.15,1.518802279,0
AUNT JEMIMA LITE SYRUP,187,125.62,0.551240561,0.448759439,0.305919861,0.155954882,0.134024105,0.156776079,0.134724537,0.110281864,9.41E-02,0.220442963,2.47E-02,1.30E-02,2.81E-02,0.593725092,5.96E-02,30294,125.62,69818.93,106166.77,1.520601504,0
AUNT JEMIMA LITE SYRUP,30,125.45,0.556552419,0.443447581,0.287663363,0.15388482,0.10591699,0.117693523,0.13083441,0.204222318,0.218512136,0.189501652,1.36E-02,7.90E-03,1.72E-02,0.285796352,0.39638087,31501,125.45,69818.93,106292.22,1.522398295,0
AUNT JEMIMA LITE SYRUP,130,124.71,0.506799015,0.493200985,0.277863574,0.184387657,0.122002389,0.124828812,0.118185262,0.169468807,0.184620764,0.17643288,2.14E-02,4.23E-03,0.109997378,0.185815438,0.441329876,35601,124.71,69818.93,106416.93,1.524184487,0
AUNT JEMIMA LITE SYRUP,211,123.55,0.53078597,0.46921403,0.239745025,0.165393412,0.100238431,0.12349764,0.135613839,0.236436183,0.185927692,0.207386502,1.99E-02,6.67E-03,3.20E-02,3.31E-03,0.718748479,38555,123.55,69818.93,106540.48,1.525954064,0
AUNT JEMIMA LITE SYRUP,344,123.29,0.52443646,0.47556354,0.248491625,0.18298806,0.134066073,0.131513438,0.141006709,0.164085904,0.145711151,0.250622337,2.22E-02,1.15E-02,2.56E-02,0.106176955,0.606957512,47130,123.29,69818.93,106663.77,1.527719918,0
AUNT JEMIMA LITE SYRUP,224,122.65,0.501258856,0.498741144,0.318801851,0.148173261,0.145461072,0.158204371,0.109584397,0.115666879,6.57E-02,0.207123484,5.77E-02,6.29E-02,7.45E-02,0.113951819,0.460214582,30519,122.65,69818.93,106786.42,1.529476605,0
AUNT JEMIMA LITE SYRUP,342,118.82,0.518300555,0.481699445,0.282637258,0.270155298,0.162082409,0.115783919,9.26E-02,7.35E-02,0.112240722,0.244200573,2.05E-02,3.53E-02,0.109957568,0.24375902,0.359069076,37013,118.82,69818.93,106905.24,1.531178435,0
AUNT JEMIMA LITE SYRUP,173,118.63,0.517942751,0.482057249,0.280764596,0.154291644,0.114488484,0.133235137,0.138490894,0.167882967,0.108161489,0.225830209,3.91E-02,7.90E-03,1.40E-02,0.183516336,0.504151044,35811,118.63,69818.93,107023.87,1.532877545,0
AUNT JEMIMA LITE SYRUP,197,115.86,0.534234841,0.465765159,0.30330804,0.126140336,0.128698099,0.165615142,0.136414017,0.135731946,6.41E-02,0.221587518,5.42E-02,4.33E-02,3.65E-02,0.235143661,0.386818996,30017,115.86,69818.93,107139.73,1.53453698,0
AUNT JEMIMA LITE SYRUP,209,115.67,0.540212249,0.459787751,0.242004264,0.14591006,0.115090134,0.134667571,0.148478387,0.215157976,0.202025586,0.203867028,1.68E-02,3.20E-03,1.54E-02,0.293613103,0.441025393,37914,115.67,69818.93,107255.4,1.536193694,0
AUNT JEMIMA LITE SYRUP,236,115.55,0.507979513,0.492020487,0.248654527,0.171690695,0.125819135,0.142132121,0.144920666,0.16706171,0.111318703,0.235855107,2.58E-02,4.29E-03,8.76E-03,9.20E-03,0.721284961,40165,115.55,69818.93,107370.95,1.537848689,0
AUNT JEMIMA LITE SYRUP,46,115.43,0.537257786,0.462742214,0.262518003,0.236387782,0.132914352,0.117258665,0.114621327,0.134616464,0.127920244,0.232403718,3.49E-02,3.02E-02,6.27E-02,0.252529787,0.406131343,31419,115.43,69818.93,107486.38,1.539501966,0
AUNT JEMIMA LITE SYRUP,356,112.9,0.513119338,0.486880662,0.289460718,0.20528633,0.118982151,0.117551695,0.109811339,0.140629719,0.157079962,0.20163072,2.88E-02,8.81E-03,1.50E-02,3.57E-02,0.647281339,40475,112.9,69818.93,107599.28,1.541119006,0
AUNT JEMIMA LITE SYRUP,136,111.85,0.536020325,0.463979675,0.245271368,0.136106597,0.108449789,0.130191745,0.15398115,0.229346766,8.88E-02,0.21121222,6.66E-02,2.97E-02,5.17E-02,0.323464413,0.358563536,30214,111.85,69818.93,107711.13,1.542721007,0
AUNT JEMIMA LITE SYRUP,84,110.68,0.527919296,0.472080704,0.296612587,0.198948119,0.132929221,0.125476912,0.115689071,0.127634159,0.120003566,0.224157604,4.37E-02,2.88E-02,5.26E-02,0.195328936,0.434391157,31088,110.68,69818.93,107821.81,1.54430625,0
